[16/06/2022 21:28:59] Player: Trinitty | Reward: 1x removedor de frags
[07/09/2022 15:35:27] Player: Comando Voador | Reward: 5x refinamento excelente
[07/09/2022 15:35:37] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[07/09/2022 15:35:49] Player: Comando Voador | Reward: 5x refinamento excelente
[07/09/2022 15:35:59] Player: Comando Voador | Reward: 1x stamina potion
[07/09/2022 15:36:12] Player: Comando Voador | Reward: 15x dodge stone
[07/09/2022 15:38:20] Player: Timborco | Reward: 5x [+500%] EXP Food
[07/09/2022 15:38:31] Player: Timborco | Reward: 1x stamina potion
[07/09/2022 16:25:57] Player: Shimaricat | Reward: 15x critical feather
[07/09/2022 21:20:52] Player: Bolsonaro Mito | Reward: 1x refinamento excelente
[07/09/2022 21:29:36] Player: King Of Mage | Reward: 1x hyper key
[07/09/2022 21:29:48] Player: King Of Mage | Reward: 15x critical feather
[07/09/2022 21:30:12] Player: King Of Mage | Reward: 15x critical feather
[07/09/2022 21:30:29] Player: King Of Mage | Reward: 5x [+600%] EXP Egg
[07/09/2022 21:30:41] Player: King Of Mage | Reward: 1x removedor de frags
[07/09/2022 21:30:52] Player: King Of Mage | Reward: 15x dodge stone
[07/09/2022 21:35:56] Player: Furio Mald | Reward: 15x dodge stone
[07/09/2022 21:36:09] Player: Furio Mald | Reward: 15x dodge stone
[07/09/2022 21:36:22] Player: Furio Mald | Reward: 15x dodge stone
[07/09/2022 21:36:33] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:16:40] Player: Furio Mald | Reward: 1x refinamento excelente
[08/09/2022 00:16:52] Player: Furio Mald | Reward: 1x stamina potion
[08/09/2022 00:17:03] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:17:15] Player: Furio Mald | Reward: 1x [+1000%] EXP Potion
[08/09/2022 00:17:26] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:17:37] Player: Furio Mald | Reward: 5x [+300%] EXP Food
[08/09/2022 00:17:48] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:17:59] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:18:10] Player: Furio Mald | Reward: 1x refinamento excelente
[08/09/2022 00:18:21] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:18:31] Player: Furio Mald | Reward: 1x refinamento excelente
[08/09/2022 00:18:42] Player: Furio Mald | Reward: 5x [+500%] EXP Food
[08/09/2022 00:19:10] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:19:57] Player: Furio Mald | Reward: 1x refinamento excelente
[08/09/2022 00:20:08] Player: Furio Mald | Reward: 1x hyper key
[08/09/2022 00:20:29] Player: Furio Mald | Reward: 1x stamina potion
[08/09/2022 00:20:41] Player: Furio Mald | Reward: 1x [+1000%] EXP Potion
[08/09/2022 00:21:11] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:21:41] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:22:04] Player: Furio Mald | Reward: 1x stamina potion
[08/09/2022 00:22:48] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:23:49] Player: Furio Mald | Reward: 5x [+300%] EXP Food
[08/09/2022 00:24:00] Player: Furio Mald | Reward: 5x [+500%] EXP Food
[08/09/2022 00:24:46] Player: Furio Mald | Reward: 1x stamina potion
[08/09/2022 00:24:57] Player: Furio Mald | Reward: 5x [+500%] EXP Food
[08/09/2022 00:25:53] Player: Furio Mald | Reward: 1x caixa da sorte
[08/09/2022 00:26:07] Player: Furio Mald | Reward: 1x refinamento excelente
[08/09/2022 00:27:03] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:27:56] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:28:07] Player: Furio Mald | Reward: 1x [+1000%] EXP Potion
[08/09/2022 00:28:38] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:29:00] Player: Furio Mald | Reward: 15x critical feather
[08/09/2022 00:30:18] Player: Furio Mald | Reward: 5x [+300%] EXP Food
[08/09/2022 00:30:29] Player: Furio Mald | Reward: 15x critical feather
[08/09/2022 00:31:34] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:31:46] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:32:08] Player: Furio Mald | Reward: 5x [+300%] EXP Food
[08/09/2022 00:32:35] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:32:55] Player: Furio Mald | Reward: 15x critical feather
[08/09/2022 00:33:08] Player: Furio Mald | Reward: 15x critical feather
[08/09/2022 00:33:41] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:34:40] Player: Furio Mald | Reward: 1x stamina potion
[08/09/2022 00:35:06] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:35:29] Player: Furio Mald | Reward: 1x [+1000%] EXP Potion
[08/09/2022 00:35:42] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:36:05] Player: Furio Mald | Reward: 1x soulwar crossbow
[08/09/2022 00:36:51] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:37:28] Player: Furio Mald | Reward: 5x refinamento excelente
[08/09/2022 00:38:13] Player: Furio Mald | Reward: 1x [+300%] EXP Food
[08/09/2022 00:38:56] Player: Furio Mald | Reward: 1x removedor de frags
[08/09/2022 00:39:07] Player: Furio Mald | Reward: 15x dodge stone
[08/09/2022 00:40:19] Player: Furio Mald | Reward: 1x soul war shield
[08/09/2022 00:40:31] Player: Furio Mald | Reward: 5x [+600%] EXP Egg
[08/09/2022 00:40:51] Player: Furio Mald | Reward: 5x [+600%] EXP Egg
[08/09/2022 07:16:15] Player: Macdeatth | Reward: 15x dodge stone
[08/09/2022 07:16:26] Player: Macdeatth | Reward: 5x [+600%] EXP Egg
[08/09/2022 07:16:36] Player: Macdeatth | Reward: 5x [+600%] EXP Egg
[08/09/2022 07:16:46] Player: Macdeatth | Reward: 15x critical feather
[08/09/2022 07:16:56] Player: Macdeatth | Reward: 1x caixa da sorte
[08/09/2022 07:17:07] Player: Macdeatth | Reward: 5x [+500%] EXP Food
[08/09/2022 07:17:21] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[08/09/2022 07:17:32] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 07:17:42] Player: Ghikz | Reward: 5x [+500%] EXP Food
[08/09/2022 07:17:57] Player: Macdeatth | Reward: 5x [+300%] EXP Food
[08/09/2022 07:18:07] Player: Macdeatth | Reward: 1x stamina potion
[08/09/2022 07:18:18] Player: Macdeatth | Reward: 15x critical feather
[08/09/2022 07:18:29] Player: Macdeatth | Reward: 1x removedor de frags
[08/09/2022 07:18:40] Player: Macdeatth | Reward: 1x stamina infinita
[08/09/2022 07:18:50] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 07:19:02] Player: Macdeatth | Reward: 1x refinamento excelente
[08/09/2022 07:19:13] Player: Macdeatth | Reward: 15x critical feather
[08/09/2022 07:19:24] Player: Macdeatth | Reward: 5x [+500%] EXP Food
[08/09/2022 07:19:35] Player: Macdeatth | Reward: 15x critical feather
[08/09/2022 07:19:46] Player: Macdeatth | Reward: 1x [+1000%] EXP Potion
[08/09/2022 07:19:57] Player: Macdeatth | Reward: 15x critical feather
[08/09/2022 07:20:09] Player: Macdeatth | Reward: 1x refinamento excelente
[08/09/2022 07:20:19] Player: Macdeatth | Reward: 1x stamina potion
[08/09/2022 07:20:32] Player: Macdeatth | Reward: 5x [+600%] EXP Egg
[08/09/2022 07:20:51] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:21:01] Player: Ghikz | Reward: 1x caixa da sorte
[08/09/2022 07:21:11] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 07:21:21] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 07:22:26] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 07:23:18] Player: Ghikz | Reward: 5x [+300%] EXP Food
[08/09/2022 07:23:29] Player: Ghikz | Reward: 15x dodge stone
[08/09/2022 07:23:55] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:24:14] Player: Ghikz | Reward: 5x [+300%] EXP Food
[08/09/2022 07:24:29] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 07:24:46] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 07:25:42] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:25:52] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 07:26:05] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:26:22] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 07:29:32] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[08/09/2022 07:29:45] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:29:56] Player: Ghikz | Reward: 5x [+300%] EXP Food
[08/09/2022 07:30:07] Player: Ghikz | Reward: 15x dodge stone
[08/09/2022 07:30:21] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 07:30:31] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 07:30:42] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 07:30:56] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:31:07] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:31:17] Player: Ghikz | Reward: 5x [+300%] EXP Food
[08/09/2022 07:31:33] Player: Ghikz | Reward: 1x caixa da sorte
[08/09/2022 07:31:43] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[08/09/2022 07:31:53] Player: Ghikz | Reward: 1x stamina infinita
[08/09/2022 07:33:03] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:33:13] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 07:48:51] Player: Ghikz | Reward: 5x [+300%] EXP Food
[08/09/2022 07:49:01] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 07:49:14] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 07:49:25] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 07:49:35] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:49:46] Player: Ghikz | Reward: 1x hyper key
[08/09/2022 07:49:56] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[08/09/2022 07:50:06] Player: Ghikz | Reward: 1x caixa da sorte
[08/09/2022 07:50:19] Player: Ghikz | Reward: 1x stamina infinita
[08/09/2022 07:50:30] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:50:40] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:50:54] Player: Ghikz | Reward: 1x removedor de frags
[08/09/2022 07:51:11] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:51:21] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 07:51:31] Player: Ghikz | Reward: 5x [+500%] EXP Food
[08/09/2022 07:51:46] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 07:51:56] Player: Ghikz | Reward: 15x dodge stone
[08/09/2022 07:52:06] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:52:16] Player: Ghikz | Reward: 5x [+300%] EXP Food
[08/09/2022 07:52:28] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 07:52:38] Player: Ghikz | Reward: 5x [+500%] EXP Food
[08/09/2022 07:52:48] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[08/09/2022 07:53:06] Player: Macdeatth | Reward: 1x removedor de frags
[08/09/2022 07:53:18] Player: Macdeatth | Reward: 1x refinamento excelente
[08/09/2022 08:15:12] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 08:15:23] Player: Ghikz | Reward: 5x [+500%] EXP Food
[08/09/2022 08:15:34] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 08:15:44] Player: Ghikz | Reward: 15x critical feather
[08/09/2022 08:15:53] Player: Ghikz | Reward: 5x [+500%] EXP Food
[08/09/2022 08:16:03] Player: Ghikz | Reward: 1x stamina infinita
[08/09/2022 08:16:14] Player: Ghikz | Reward: 1x removedor de frags
[08/09/2022 08:16:28] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 08:16:38] Player: Ghikz | Reward: 15x dodge stone
[08/09/2022 08:16:48] Player: Ghikz | Reward: 1x caixa da sorte
[08/09/2022 08:18:07] Player: Ghikz | Reward: 1x stamina potion
[08/09/2022 08:18:17] Player: Ghikz | Reward: 1x stamina infinita
[08/09/2022 08:18:28] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[08/09/2022 08:19:00] Player: Ghikz | Reward: 1x refinamento excelente
[08/09/2022 08:19:10] Player: Ghikz | Reward: 1x soulwar crossbow
[08/09/2022 09:12:01] Player: Char Um | Reward: 5x [+300%] EXP Food
[08/09/2022 09:12:13] Player: Char Um | Reward: 15x dodge stone
[08/09/2022 09:13:27] Player: Char Dois | Reward: 15x critical feather
[08/09/2022 09:13:37] Player: Char Dois | Reward: 1x refinamento excelente
[08/09/2022 09:14:26] Player: Char Tres | Reward: 1x stamina potion
[08/09/2022 09:14:36] Player: Char Tres | Reward: 1x refinamento excelente
[08/09/2022 09:15:20] Player: Char Quatro | Reward: 15x dodge stone
[08/09/2022 09:15:30] Player: Char Quatro | Reward: 5x [+500%] EXP Food
[08/09/2022 09:16:09] Player: Char Cinco | Reward: 1x caixa da sorte
[08/09/2022 09:16:20] Player: Char Cinco | Reward: 1x removedor de frags
[08/09/2022 09:17:01] Player: Char Sete | Reward: 1x removedor de frags
[08/09/2022 09:17:12] Player: Char Sete | Reward: 5x [+300%] EXP Food
[08/09/2022 09:17:50] Player: Char Oito | Reward: 1x stamina potion
[08/09/2022 09:18:00] Player: Char Oito | Reward: 15x critical feather
[08/09/2022 09:18:39] Player: Char Seis | Reward: 15x critical feather
[08/09/2022 09:18:50] Player: Char Seis | Reward: 15x dodge stone
[08/09/2022 09:26:50] Player: Duma | Reward: 1x [+1000%] EXP Potion
[08/09/2022 09:27:15] Player: Duma | Reward: 1x removedor de frags
[08/09/2022 09:27:26] Player: Duma | Reward: 1x removedor de frags
[08/09/2022 09:27:35] Player: Duma | Reward: 5x [+300%] EXP Food
[08/09/2022 09:27:46] Player: Duma | Reward: 1x removedor de frags
[08/09/2022 09:27:58] Player: Duma | Reward: 1x refinamento excelente
[08/09/2022 09:28:13] Player: Duma | Reward: 15x dodge stone
[08/09/2022 09:28:34] Player: Duma | Reward: 1x hyper key
[08/09/2022 09:28:47] Player: Duma | Reward: 15x dodge stone
[08/09/2022 09:29:02] Player: Duma | Reward: 1x removedor de frags
[08/09/2022 09:29:12] Player: Duma | Reward: 5x [+300%] EXP Food
[08/09/2022 09:29:23] Player: Duma | Reward: 15x critical feather
[08/09/2022 09:29:35] Player: Duma | Reward: 15x critical feather
[08/09/2022 09:29:45] Player: Duma | Reward: 1x removedor de frags
[08/09/2022 09:29:55] Player: Duma | Reward: 15x critical feather
[08/09/2022 09:30:06] Player: Duma | Reward: 1x caixa da sorte
[08/09/2022 09:30:22] Player: Duma | Reward: 15x critical feather
[08/09/2022 09:30:37] Player: Duma | Reward: 5x [+500%] EXP Food
[08/09/2022 09:30:58] Player: Duma | Reward: 1x stamina infinita
[08/09/2022 09:31:08] Player: Duma | Reward: 15x dodge stone
[08/09/2022 09:31:18] Player: Duma | Reward: 1x [+1000%] EXP Potion
[08/09/2022 09:31:28] Player: Duma | Reward: 15x dodge stone
[08/09/2022 09:31:39] Player: Duma | Reward: 1x refinamento excelente
[08/09/2022 14:08:43] Player: Comando Voador | Reward: 1x [+1000%] EXP Potion
[08/09/2022 14:08:55] Player: Comando Voador | Reward: 1x removedor de frags
[08/09/2022 14:41:10] Player: Maisumcalango | Reward: 5x [+500%] EXP Food
[08/09/2022 14:41:20] Player: Maisumcalango | Reward: 1x removedor de frags
[08/09/2022 14:42:09] Player: Calangoo | Reward: 15x critical feather
[08/09/2022 14:42:19] Player: Calangoo | Reward: 1x removedor de frags
[08/09/2022 14:43:06] Player: Calangoebrabo | Reward: 1x [+1000%] EXP Potion
[08/09/2022 14:43:16] Player: Calangoebrabo | Reward: 15x dodge stone
[08/09/2022 14:44:04] Player: Calangotocanave | Reward: 1x refinamento excelente
[08/09/2022 14:44:15] Player: Calangotocanave | Reward: 1x refinamento excelente
[08/09/2022 14:44:59] Player: Sodeucalango | Reward: 1x stamina potion
[08/09/2022 14:45:09] Player: Sodeucalango | Reward: 1x removedor de frags
[08/09/2022 14:45:52] Player: Outrocalango | Reward: 5x [+300%] EXP Food
[08/09/2022 14:46:02] Player: Outrocalango | Reward: 15x critical feather
[08/09/2022 17:48:05] Player: Shimaricat | Reward: 1x removedor de frags
[08/09/2022 17:48:18] Player: Shimaricat | Reward: 1x soulwar staff
[08/09/2022 17:51:39] Player: Shimaricat | Reward: 1x [+300%] EXP Food
[08/09/2022 17:51:53] Player: Shimaricat | Reward: 5x [+500%] EXP Food
[08/09/2022 17:52:04] Player: Shimaricat | Reward: 1x stamina potion
[08/09/2022 17:52:24] Player: Shimaricat | Reward: 1x [+300%] EXP Food
[08/09/2022 17:52:35] Player: Shimaricat | Reward: 15x critical feather
[08/09/2022 17:52:47] Player: Shimaricat | Reward: 1x [+300%] EXP Food
[08/09/2022 17:53:01] Player: Shimaricat | Reward: 1x removedor de frags
[08/09/2022 17:53:13] Player: Shimaricat | Reward: 5x refinamento excelente
[08/09/2022 19:39:18] Player: Simas Turbo | Reward: 5x [+500%] EXP Food
[08/09/2022 20:05:43] Player: Gmminerdois | Reward: 15x dodge stone
[08/09/2022 20:05:53] Player: Gmminerdois | Reward: 1x removedor de frags
[08/09/2022 20:06:04] Player: Gmminerdois | Reward: 1x [+1000%] EXP Potion
[08/09/2022 20:06:15] Player: Gmminerdois | Reward: 5x [+600%] EXP Egg
[08/09/2022 20:06:28] Player: Gmminerdois | Reward: 1x soulwar staff
[08/09/2022 20:06:51] Player: Gmminerdois | Reward: 5x refinamento excelente
[08/09/2022 20:07:01] Player: Gmminerdois | Reward: 5x refinamento excelente
[08/09/2022 20:07:12] Player: Gmminerdois | Reward: 5x refinamento excelente
[08/09/2022 20:07:23] Player: Gmminerdois | Reward: 1x stamina potion
[08/09/2022 20:07:35] Player: Gmminerdois | Reward: 5x [+500%] EXP Food
[08/09/2022 20:07:46] Player: Gmminerdois | Reward: 1x removedor de frags
[08/09/2022 20:07:57] Player: Gmminerdois | Reward: 15x dodge stone
[08/09/2022 20:08:08] Player: Gmminerdois | Reward: 15x critical feather
[08/09/2022 20:08:18] Player: Gmminerdois | Reward: 5x [+500%] EXP Food
[08/09/2022 20:08:28] Player: Gmminerdois | Reward: 15x critical feather
[08/09/2022 20:08:39] Player: Gmminerdois | Reward: 15x dodge stone
[08/09/2022 20:08:51] Player: Gmminerdois | Reward: 15x dodge stone
[08/09/2022 20:09:55] Player: Timborco | Reward: 5x [+500%] EXP Food
[08/09/2022 20:10:07] Player: Timborco | Reward: 5x [+300%] EXP Food
[08/09/2022 20:10:18] Player: Timborco | Reward: 1x stamina potion
[08/09/2022 20:10:31] Player: Timborco | Reward: 1x removedor de frags
[08/09/2022 20:10:44] Player: Timborco | Reward: 5x [+500%] EXP Food
[08/09/2022 20:11:52] Player: Timborco | Reward: 5x [+300%] EXP Food
[08/09/2022 20:12:04] Player: Timborco | Reward: 1x removedor de frags
[08/09/2022 20:12:14] Player: Timborco | Reward: 1x removedor de frags
[08/09/2022 20:34:58] Player: King Of Mage | Reward: 1x refinamento excelente
[08/09/2022 20:35:11] Player: King Of Mage | Reward: 1x hyper key
[08/09/2022 20:35:24] Player: King Of Mage | Reward: 1x removedor de frags
[08/09/2022 20:35:39] Player: King Of Mage | Reward: 1x removedor de frags
[08/09/2022 20:35:52] Player: King Of Mage | Reward: 1x caixa da sorte
[08/09/2022 20:36:19] Player: King Of Mage | Reward: 5x [+500%] EXP Food
[08/09/2022 20:36:31] Player: King Of Mage | Reward: 15x critical feather
[08/09/2022 20:36:48] Player: King Of Mage | Reward: 15x dodge stone
[08/09/2022 20:37:12] Player: King Of Mage | Reward: 1x [+1000%] EXP Potion
[08/09/2022 20:37:26] Player: King Of Mage | Reward: 5x [+500%] EXP Food
[08/09/2022 21:32:21] Player: Bolsonaro Mito | Reward: 15x dodge stone
[08/09/2022 21:32:33] Player: Bolsonaro Mito | Reward: 15x critical feather
[08/09/2022 21:32:46] Player: Bolsonaro Mito | Reward: 5x [+500%] EXP Food
[08/09/2022 21:33:00] Player: Bolsonaro Mito | Reward: 1x refinamento excelente
[08/09/2022 21:33:13] Player: Bolsonaro Mito | Reward: 1x refinamento excelente
[09/09/2022 00:38:26] Player: Duma | Reward: 15x dodge stone
[09/09/2022 00:38:38] Player: Duma | Reward: 5x [+600%] EXP Egg
[09/09/2022 00:38:49] Player: Duma | Reward: 1x caixa da sorte
[09/09/2022 00:39:03] Player: Duma | Reward: 1x [+1000%] EXP Potion
[09/09/2022 00:39:14] Player: Duma | Reward: 1x removedor de frags
[09/09/2022 00:39:30] Player: Jutinha | Reward: 1x stamina potion
[09/09/2022 00:39:35] Player: Duma | Reward: 5x [+500%] EXP Food
[09/09/2022 00:39:41] Player: Jutinha | Reward: 1x stamina potion
[09/09/2022 00:39:52] Player: Jutinha | Reward: 1x refinamento excelente
[09/09/2022 00:39:57] Player: Shimaricat | Reward: 5x refinamento excelente
[09/09/2022 00:40:03] Player: Jutinha | Reward: 1x [+1000%] EXP Potion
[09/09/2022 00:40:14] Player: Jutinha | Reward: 1x removedor de frags
[09/09/2022 00:40:26] Player: Jutinha | Reward: 1x refinamento excelente
[09/09/2022 00:40:36] Player: Jutinha | Reward: 1x stamina infinita
[09/09/2022 00:40:41] Player: Shimaricat | Reward: 15x dodge stone
[09/09/2022 00:40:47] Player: Jutinha | Reward: 15x critical feather
[09/09/2022 00:40:58] Player: Jutinha | Reward: 15x dodge stone
[09/09/2022 00:41:09] Player: Jutinha | Reward: 15x critical feather
[09/09/2022 00:41:20] Player: Jutinha | Reward: 5x [+300%] EXP Food
[09/09/2022 00:41:31] Player: Jutinha | Reward: 5x [+300%] EXP Food
[09/09/2022 00:41:45] Player: Jutinha | Reward: 15x critical feather
[09/09/2022 00:42:03] Player: Jutinha | Reward: 1x removedor de frags
[09/09/2022 00:42:14] Player: Jutinha | Reward: 1x stamina infinita
[09/09/2022 00:42:15] Player: Tyler | Reward: 5x [+300%] EXP Food
[09/09/2022 00:42:27] Player: Tyler | Reward: 1x caixa da sorte
[09/09/2022 00:42:38] Player: Tyler | Reward: 1x hyper key
[09/09/2022 00:42:50] Player: Tyler | Reward: 1x refinamento excelente
[09/09/2022 00:43:01] Player: Tyler | Reward: 5x [+300%] EXP Food
[09/09/2022 00:43:08] Player: Char Um | Reward: 1x refinamento excelente
[09/09/2022 00:43:11] Player: Tyler | Reward: 1x removedor de frags
[09/09/2022 00:43:22] Player: Char Um | Reward: 1x stamina infinita
[09/09/2022 00:43:23] Player: Tyler | Reward: 5x [+600%] EXP Egg
[09/09/2022 00:43:34] Player: Tyler | Reward: 1x removedor de frags
[09/09/2022 00:43:38] Player: Char Seis | Reward: 5x [+600%] EXP Egg
[09/09/2022 00:43:45] Player: Tyler | Reward: 1x [+1000%] EXP Potion
[09/09/2022 00:43:49] Player: Char Seis | Reward: 1x stamina potion
[09/09/2022 00:43:56] Player: Tyler | Reward: 15x critical feather
[09/09/2022 00:44:04] Player: Char Dois | Reward: 15x dodge stone
[09/09/2022 00:44:13] Player: Tyler | Reward: 5x [+600%] EXP Egg
[09/09/2022 00:44:16] Player: Char Dois | Reward: 1x stamina infinita
[09/09/2022 00:44:24] Player: Tyler | Reward: 15x critical feather
[09/09/2022 00:44:36] Player: Tyler | Reward: 15x dodge stone
[09/09/2022 00:44:41] Player: Char Quatro | Reward: 15x dodge stone
[09/09/2022 00:44:47] Player: Tyler | Reward: 1x [+1000%] EXP Potion
[09/09/2022 00:44:52] Player: Char Quatro | Reward: 1x [+1000%] EXP Potion
[09/09/2022 00:44:58] Player: Tyler | Reward: 1x stamina potion
[09/09/2022 00:45:09] Player: Tyler | Reward: 1x refinamento excelente
[09/09/2022 00:45:17] Player: Char Tres | Reward: 1x refinamento excelente
[09/09/2022 00:45:19] Player: Tyler | Reward: 5x [+500%] EXP Food
[09/09/2022 00:45:30] Player: Char Tres | Reward: 15x dodge stone
[09/09/2022 00:45:30] Player: Tyler | Reward: 1x stamina potion
[09/09/2022 00:45:43] Player: Char Oito | Reward: 1x refinamento excelente
[09/09/2022 00:45:44] Player: Tyler | Reward: 1x stamina potion
[09/09/2022 00:45:54] Player: Char Oito | Reward: 15x critical feather
[09/09/2022 00:45:55] Player: Tyler | Reward: 1x caixa da sorte
[09/09/2022 00:46:06] Player: Char Sete | Reward: 15x dodge stone
[09/09/2022 00:46:06] Player: Tyler | Reward: 15x critical feather
[09/09/2022 00:46:17] Player: Tyler | Reward: 5x [+500%] EXP Food
[09/09/2022 00:46:20] Player: Char Sete | Reward: 15x dodge stone
[09/09/2022 00:46:28] Player: Tyler | Reward: 1x removedor de frags
[09/09/2022 00:46:35] Player: Char Cinco | Reward: 5x [+300%] EXP Food
[09/09/2022 00:46:39] Player: Tyler | Reward: 1x removedor de frags
[09/09/2022 00:46:46] Player: Char Cinco | Reward: 1x soulwar staff
[09/09/2022 00:46:50] Player: Tyler | Reward: 15x critical feather
[09/09/2022 00:47:03] Player: Tyler | Reward: 15x dodge stone
[09/09/2022 00:47:14] Player: Tyler | Reward: 1x refinamento excelente
[09/09/2022 00:47:25] Player: Tyler | Reward: 1x removedor de frags
[09/09/2022 00:47:37] Player: Tyler | Reward: 1x stamina infinita
[09/09/2022 00:47:52] Player: Tyler | Reward: 15x dodge stone
[09/09/2022 00:48:04] Player: Tyler | Reward: 1x removedor de frags
[09/09/2022 00:48:14] Player: Tyler | Reward: 1x caixa da sorte
[09/09/2022 00:48:26] Player: Tyler | Reward: 1x removedor de frags
[09/09/2022 00:48:38] Player: Tyler | Reward: 1x caixa da sorte
[09/09/2022 00:48:49] Player: Tyler | Reward: 1x [+1000%] EXP Potion
[09/09/2022 00:49:22] Player: Tyler | Reward: 1x refinamento excelente
[09/09/2022 00:49:33] Player: Tyler | Reward: 1x stamina potion
[09/09/2022 00:49:44] Player: Tyler | Reward: 1x stamina potion
[09/09/2022 00:49:55] Player: Tyler | Reward: 1x refinamento excelente
[09/09/2022 00:50:06] Player: Tyler | Reward: 15x critical feather
[09/09/2022 00:50:18] Player: Tyler | Reward: 5x [+500%] EXP Food
[09/09/2022 00:50:30] Player: Tyler | Reward: 15x dodge stone
[09/09/2022 02:07:29] Player: Tri | Reward: 5x [+600%] EXP Egg
[09/09/2022 08:23:18] Player: Shimaricat | Reward: 1x [+300%] EXP Food
[09/09/2022 08:23:30] Player: Shimaricat | Reward: 1x removedor de frags
[09/09/2022 08:23:41] Player: Shimaricat | Reward: 1x removedor de frags
[09/09/2022 08:23:51] Player: Shimaricat | Reward: 1x removedor de frags
[09/09/2022 08:24:03] Player: Shimaricat | Reward: 1x removedor de frags
[09/09/2022 08:24:14] Player: Shimaricat | Reward: 1x [+300%] EXP Food
[09/09/2022 08:24:26] Player: Shimaricat | Reward: 1x stamina potion
[09/09/2022 08:24:37] Player: Shimaricat | Reward: 1x soul war boots
[09/09/2022 08:25:02] Player: Shimaricat | Reward: 5x [+600%] EXP Egg
[09/09/2022 08:25:19] Player: Shimaricat | Reward: 15x dodge stone
[09/09/2022 08:25:31] Player: Shimaricat | Reward: 5x refinamento excelente
[09/09/2022 08:25:42] Player: Shimaricat | Reward: 5x [+500%] EXP Food
[09/09/2022 10:49:18] Player: Comando Voador | Reward: 1x stamina potion
